여성 핸드메이드 피코트 BF821E,11,1,"447,200",20,100,NULL,54N 02S,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/10/GQ2N24091079004_0_THNAIL_ORGINL_20240910190650634.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 경량 다운 점퍼 BF806E,11,1,"287,200",20,100,NULL,54NF 04B,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/08/GQ2N24080864495_0_THNAIL_ORGINL_20240809110255240.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 다운 케이프 BF282E,11,1,"383,200",20,100,NULL,54N 031,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/05/GQ2N24090541930_0_THNAIL_ORGINL_20240905104056018.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 후드 퀼팅 다운 베스트 BF521E,11,1,"255,200",20,100,NULL,54N 031,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/05/GQ2N24080583821_0_THNAIL_ORGINL_20240805175718348.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 경랑 다운 베스트 BF825E,11,1,"215,200",20,100,NULL,54NF 031,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/22/GQ2N24082231016_0_THNAIL_ORGINL_20240822160611161.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 후드 퀼팅 다운 베스트 BF521E,11,1,"255,200",20,100,NULL,54N BUQ,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/05/GQ2N24080583853_0_THNAIL_ORGINL_20241021103800265.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 스테디움넥 경량 다운 BF335E,11,1,"399,200",20,100,NULL,54N BMY,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/05/GQ2N24090541932_0_THNAIL_ORGINL_20240905104158437.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 울 하이넥 코트 BF921E,11,1,"479,200",20,100,NULL,54N 050,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/05/GQ2N24090541919_0_THNAIL_ORGINL_20240905103844004.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 경량 다운 점퍼 BF806E,11,1,"287,200",20,100,NULL,54NF 70V,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/08/GQ2N24080864517_0_THNAIL_ORGINL_20240809110407295.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 스테디움넥 경량 다운 BF335E,11,1,"399,200",20,100,NULL,54N ACY,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/05/GQ2N24090541931_0_THNAIL_ORGINL_20240905104127620.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 울 하이넥 코트 BF921E,11,1,"479,200",20,100,NULL,54N HDE,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/09/05/GQ2N24090541926_0_THNAIL_ORGINL_20240905103914694.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 경랑 다운 베스트 BF825E,11,1,"215,200",20,100,NULL,54NF 70V,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/22/GQ2N24082231038_0_THNAIL_ORGINL_20240822160639529.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 경랑 다운 베스트 BF825E,11,1,"215,200",20,100,NULL,54NF HBP,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/22/GQ2N24082231060_0_THNAIL_ORGINL_20240822160708197.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
여성 라운드넥 경량 다운 BF426E,11,1,"399,200",20,100,NULL,54N 02S,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/ORBR/24/08/08/GQ2N24080864403_0_THNAIL_ORGINL_20240809105930820.jpg,,NULL,NULL,0,0,SYSDATE,SYSDATE,2,NULL,0
